SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,purchase_frequency,avg_transaction_value,total_spend,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,-0.055833672077855064,0.47987072312904416,0.09504311586572828,0,0.5697561321719079,0.13595459075516947,0.5192802569595261,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0.7178532386027215,-1.4827115340671475,-0.5964466102196411,0,-0.5697561321719079,2.0203624536891662,0.25025518938991187,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,-0.9109613101984924,0.5014740841312035,-0.6156730531558716,0,0.0,2.0405901877928594,1.1543319341697007,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0,-1.2774445836787656,-0.5221928679711283,-0.9857655241878356,0,-0.5697561321719079,-0.11198690640865117,-0.6067654201704187,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,0.7992939660427822,-1.4744025490663168,-0.5259202208037324,0,2.8487806608595396,0.41161744072418216,3.0152401997893454,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1,1.2879383306831464,1.5567151792366918,2.1266446107898513,0,0.5697561321719079,-0.78732709200272,-0.22287902083982677,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,1.2064976032430856,-1.3464441800535252,-0.3784880596429018,0,0.0,-0.7309831375920142,-0.5165683684806598,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,-1.1960038562387048,-0.00869759491979612,-0.9291015987948348,0,1.1395122643438158,0.09501032761019768,0.9913373825211297,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
1,0.9621754209229036,1.5201556452330371,1.7030447945484464,0,-0.5697561321719079,-0.15736213277308747,-0.6250023492991442,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False
0,0.5549717837226001,-0.3028356639492,0.1796527091775211,0,-0.5697561321719079,-0.14603025447492382,-0.62044791116237,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
0,-0.9924020376385531,-0.33607160395252245,-0.7945164982412213,0,0.0,0.5516794564894849,0.25671130520484825,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,-0.0965540357978854,0.3319707901142591,-0.07532391809733362,0,0.5697561321719079,-0.19164802279591717,0.25594424193970744,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0.5142514200025698,-1.2916048790480432,-0.4703158468010176,0,-0.5697561321719079,0.48889687462000964,-0.3652619433346736,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,-1.2774445836787656,0.48485611412954227,-0.9723886878854755,1,0.0,-0.4444814454332495,-0.34384489775255134,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,-0.8702409464784621,-0.47233895796614456,-0.7578295313525703,0,0.5697561321719079,0.12081758700741167,0.5071127159162279,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,-1.0331224013585834,0.34526516611558833,-0.7880488199630175,1,-0.5697561321719079,1.1649925187672896,-0.09352978165849965,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,0.3920903288424788,1.2974748472107767,0.9030834948825526,0,-0.5697561321719079,0.4477760727394452,-0.3817889606015225,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0.6771328748826912,-1.4827115340671475,-0.5777057950039584,0,0.5697561321719079,-0.9381046909306724,-0.3440782128290317,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,-0.9516816739185228,1.1479131171958254,-0.6018105891329637,0,0.0,1.0473662966664679,0.5555463689160016,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
0,0.10704778280226633,-0.08680205392760396,-0.029343802556382977,0,-0.5697561321719079,-0.526351946747187,-0.7733044433233285,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
0,0.6364125111626608,-1.4660935640654862,-0.5407760142550334,0,-1.1395122643438158,-1.2447373654836835,-1.297771166475686,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,0.5549717837226001,-1.4893587220678117,-0.5981242332542606,0,-1.7092683965157238,-2.417813406909585,-1.5335088844351217,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0,-0.13727439951791576,-1.0307027500219619,-0.5618566721242643,0,1.7092683965157238,0.06013305933045052,1.4542536708398035,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,-0.0965540357978854,0.574593152138513,0.12727113732025933,0,-0.5697561321719079,0.3664330670468726,-0.4144818361812165,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,-1.2774445836787656,0.3303089931140931,-0.9744415687041545,0,2.2790245286876316,0.06841091595861615,1.963858543230055,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,1.369379058123207,0.6394032351449919,1.5153055325821543,0,0.5697561321719079,0.969098139822052,1.188984017172442,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True
0,1.3286586944031769,1.5384354122348645,2.130176448757471,0,-1.1395122643438158,-0.013880673030093393,-1.0504220283401793,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
0,1.6137012404433893,1.2010906212011416,2.2855993933200414,0,0.0,-0.5515391999844151,-0.40838687932028417,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False
0,-0.8295205827584317,0.47156173812821356,-0.5980138633177725,1,-0.5697561321719079,-0.01493036280929184,-0.5677570570410645,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1.5729808767233588,0.06940686408801149,1.0890347638777371,0,-1.1395122643438158,2.1596451543153674,-0.6136370285873062,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False
0,-1.1145631287986442,-1.4527991880641573,-0.957157636650115,1,-0.5697561321719079,0.5608483376668761,-0.3363436582388606,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0.7992939660427822,-1.4544609850643233,-0.5186137310082188,0,0.5697561321719079,0.38605510894211403,0.7203179504621492,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
1,-0.30015585439803716,1.1213243651931677,0.10268071547070626,1,-0.5697561321719079,-0.8613699824126861,-0.9079528112280042,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,-1.2774445836787656,-1.481049737066981,-0.9985022148585647,0,0.0,-0.04588030690504834,-0.10353995726858896,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,-1.2774445836787656,-1.505976692069473,-0.9988333246680291,0,-1.7092683965157238,-2.417813406909585,-1.5335088844351217,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
0,0.22920887396235737,1.0049985751815391,0.5843792662794571,0,-1.1395122643438158,-0.05599549932277741,-1.058885293032234,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False
1,1.369379058123207,-0.6385186579827569,0.3290494552078404,0,-1.7092683965157238,-2.417813406909585,-1.5335088844351217,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,1.4508197855632678,1.503537675231376,2.3530574985015806,1,1.7092683965157238,-0.12247585200533742,1.2340745527749764,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,-1.1145631287986442,-1.3447823830533592,-0.9631838351823664,0,2.2790245286876316,-0.04562356459974656,1.8034464379074586,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1.6137012404433893,1.3091074262119398,2.216728552951454,0,0.5697561321719079,-0.022858701520357756,0.39162175305844704,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
0,-0.015113308357824713,-1.150352134033923,-0.5978814193939866,0,-0.5697561321719079,0.31175377218499684,-0.436458198727504,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.43281069256250915,0.9833952141793793,0.7237544220766552,0,-1.1395122643438158,-0.3339088205608288,-1.11473389092837,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
0,1.6137012404433893,-1.5076384890696393,-0.4055728420570864,0,0.5697561321719079,-0.28857733127052565,0.17802979078301745,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,0.9214550572028734,1.0631614701873533,1.3054481353436427,1,1.1395122643438158,-1.220759906224299,-0.3307281159186413,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,0.7992939660427822,-0.22639300194155818,0.33567165139712757,0,0.5697561321719079,1.2662358931904967,1.4278315374526365,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
0,0.43281069256250915,0.893658176170409,0.7382349577438965,0,-1.1395122643438158,-0.685745749279392,-1.185437947392735,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False
1,0.18848851024232702,0.39013368512007346,0.2588100276268009,1,-0.5697561321719079,1.0591647037553866,-0.1360634397105641,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1.2879383306831464,-0.33773340095268845,0.5039858045415107,0,0.5697561321719079,-0.44697313329296257,0.050706877060437645,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False
0,-1.1960038562387048,0.8338334841644282,-0.8977565368322087,0,0.5697561321719079,-0.48866251713725956,0.017195800664593225,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0.14776814652229667,-1.1204397880309327,-0.510159393873229,0,1.1395122643438158,0.09550972547484633,0.9918391697404092,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,-0.9109613101984924,1.1794872601989819,-0.5373986941984968,1,-0.5697561321719079,-0.31016356540411527,-0.6864153519644898,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0.35136996512244845,-1.4660935640654862,-0.6387182958945911,0,-1.1395122643438158,-0.4694778459833509,-1.1419774212286253,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
